province,latitude,longitude,source,source_status,collected_at,date,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,wind_speed_10m
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 12:00:00+07:00,32.2,67.419426,0.1,0.1,95.0,14.068816
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 13:00:00+07:00,33.2,63.53696,0.0,0.0,95.0,13.3649235
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 14:00:00+07:00,31.05,69.44151,1.0,0.100000024,55.0,14.761098
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 15:00:00+07:00,31.8,65.94859,0.1,0.1,51.0,16.144905
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 16:00:00+07:00,28.35,85.84069,2.2,0.4000001,80.0,7.5942082
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 17:00:00+07:00,28.95,85.393036,0.5,0.3,95.0,7.3094187
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 18:00:00+07:00,27.9,89.70043,1.4,0.19999993,80.0,5.5567255
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 19:00:00+07:00,27.85,91.032486,0.0,0.0,3.0,2.8460498
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 20:00:00+07:00,27.75,91.565636,0.0,0.0,3.0,2.7534704
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 21:00:00+07:00,27.5,93.18871,0.0,0.0,3.0,5.0816135
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 22:00:00+07:00,27.3,93.73145,0.0,0.0,95.0,4.6834598
Can Tho,10.0452,105.7469,forecast,public_open_meteo_api,2026-05-17T19:32:08.505598+00:00,2026-05-18 23:00:00+07:00,27.2,93.174095,0.0,0.0,3.0,4.7110505
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 00:00:00+07:00,24.688501,99.10709,0.4,0.3,51.0,6.689125
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 01:00:00+07:00,24.588501,98.81011,0.3,0.3,51.0,6.452441
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 02:00:00+07:00,24.588501,98.81011,0.2,0.2,51.0,6.12
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 03:00:00+07:00,24.3885,98.51239,0.7,0.39999998,53.0,5.232399
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 04:00:00+07:00,24.188501,98.80657,0.2,0.1,51.0,7.555712
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 05:00:00+07:00,24.2885,99.10443,0.1,0.1,51.0,6.28713
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 06:00:00+07:00,24.438501,99.40285,0.3,0.3,51.0,5.6920996
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 07:00:00+07:00,24.7885,98.516815,0.4,0.4,51.0,4.942631
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 08:00:00+07:00,25.7885,95.925415,0.1,0.0,51.0,7.0107627
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 09:00:00+07:00,27.088501,89.908676,0.1,0.0,51.0,7.0038276
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 10:00:00+07:00,28.7885,80.69633,0.3,0.3,51.0,9.96524
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 11:00:00+07:00,30.4885,73.6046,0.4,0.3,51.0,10.3621235
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 12:00:00+07:00,32.538498,62.082634,0.0,0.0,3.0,11.521406
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 13:00:00+07:00,28.4885,85.09434,0.9,0.39999998,53.0,14.941083
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 14:00:00+07:00,29.7885,76.62225,0.4,0.4,51.0,8.209263
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 15:00:00+07:00,30.688501,71.478035,0.4,0.4,51.0,9.600937
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 16:00:00+07:00,30.7885,72.35251,0.2,0.1,51.0,10.897063
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 17:00:00+07:00,28.4885,81.62583,0.4,0.2,51.0,11.364259
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 18:00:00+07:00,26.3885,92.30577,0.4,0.4,51.0,13.004922
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 19:00:00+07:00,25.338501,96.77545,0.3,0.3,51.0,6.849467
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 20:00:00+07:00,25.3885,97.64659,0.3,0.3,51.0,6.8612823
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 21:00:00+07:00,25.6385,97.36072,0.3,0.10000001,51.0,7.928177
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 22:00:00+07:00,25.4885,98.231674,1.2,0.100000024,55.0,8.187527
Cao Bang,22.6666,106.2639,forecast,public_open_meteo_api,2026-05-17T19:32:08.511149+00:00,2026-05-18 23:00:00+07:00,25.0385,98.22577,1.0,0.0,55.0,8.641874
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 00:00:00+07:00,27.5,87.565216,0.0,0.0,3.0,6.206738
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 01:00:00+07:00,27.3,88.86092,0.0,0.0,3.0,6.302571
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 02:00:00+07:00,27.15,89.379776,0.0,0.0,3.0,6.206738
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 03:00:00+07:00,26.9,90.97203,0.0,0.0,2.0,7.406295
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 04:00:00+07:00,26.9,90.70181,0.0,0.0,3.0,6.8423676
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 05:00:00+07:00,26.9,90.163414,0.0,0.0,3.0,3.5864744
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 06:00:00+07:00,27.25,87.8049,0.0,0.0,3.0,3.2399998
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 07:00:00+07:00,28.6,79.47705,0.0,0.0,3.0,4.327493
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 08:00:00+07:00,30.7,67.52886,0.0,0.0,3.0,4.4274144
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 09:00:00+07:00,32.9,58.015923,0.0,0.0,3.0,3.494968
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 10:00:00+07:00,34.25,53.308407,0.0,0.0,3.0,5.4149795
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 11:00:00+07:00,33.6,59.945778,0.0,0.0,3.0,11.7
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 12:00:00+07:00,32.15,65.43122,0.6,0.20000002,53.0,12.136325
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 13:00:00+07:00,33.0,61.997677,0.4,0.4,51.0,6.9153743
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 14:00:00+07:00,32.8,64.98188,0.1,0.0,95.0,8.885877
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 15:00:00+07:00,32.4,64.89939,0.1,0.0,51.0,6.9550843
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 16:00:00+07:00,32.05,65.41078,0.1,0.0,51.0,4.327493
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 17:00:00+07:00,30.05,72.440895,0.2,0.0,51.0,5.920878
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 18:00:00+07:00,28.6,79.95321,0.5,0.4,53.0,8.880405
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 19:00:00+07:00,28.15,83.306145,0.2,0.2,51.0,5.6521144
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 20:00:00+07:00,28.25,83.565865,0.1,0.1,51.0,3.4576871
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 21:00:00+07:00,28.25,84.56603,0.0,0.0,3.0,4.445672
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 22:00:00+07:00,28.05,87.87254,0.0,0.0,3.0,5.5596404
Da Nang,16.0544,108.2022,forecast,public_open_meteo_api,2026-05-17T19:32:08.516583+00:00,2026-05-18 23:00:00+07:00,27.9,89.966125,0.0,0.0,3.0,5.6060677
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 00:00:00+07:00,23.55,96.14885,0.0,0.0,3.0,2.3469126
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 01:00:00+07:00,23.4,95.56314,0.0,0.0,3.0,2.52
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 02:00:00+07:00,23.3,95.559875,0.0,0.0,3.0,1.2074767
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 03:00:00+07:00,23.05,96.72064,0.0,0.0,3.0,0.54
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 04:00:00+07:00,22.85,97.30576,0.0,0.0,3.0,0.25455844
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 05:00:00+07:00,22.3,99.09102,0.0,0.0,3.0,2.4014995
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 06:00:00+07:00,22.35,99.09136,0.0,0.0,3.0,4.942631
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 07:00:00+07:00,24.1,91.899254,0.0,0.0,2.0,3.2846913
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 08:00:00+07:00,25.85,83.295715,0.0,0.0,3.0,3.8939953
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 09:00:00+07:00,27.4,73.97822,0.0,0.0,3.0,2.7059932
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 10:00:00+07:00,28.55,66.89887,0.0,0.0,3.0,3.7842832
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 11:00:00+07:00,30.25,58.28101,0.0,0.0,2.0,4.6834598
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 12:00:00+07:00,30.25,59.00025,0.3,0.0,51.0,11.19189
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 13:00:00+07:00,30.5,62.959404,0.0,0.0,3.0,7.79215
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 14:00:00+07:00,30.7,64.15696,0.1,0.1,51.0,8.482947
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 15:00:00+07:00,26.35,85.38728,1.6,0.0,80.0,11.91948
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 16:00:00+07:00,26.4,82.357155,0.2,0.2,51.0,2.9301877
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 17:00:00+07:00,26.3,83.598946,0.0,0.0,3.0,2.1897945
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 18:00:00+07:00,25.2,90.0444,0.0,0.0,3.0,2.8799999
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 19:00:00+07:00,24.55,95.31324,0.0,0.0,3.0,0.56920993
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 20:00:00+07:00,24.35,94.16353,0.2,0.2,51.0,0.9
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 21:00:00+07:00,24.15,95.01222,0.2,0.2,51.0,5.4656014
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 22:00:00+07:00,23.95,95.58102,0.1,0.1,51.0,3.2599385
Dak Lak,12.71,108.2378,forecast,public_open_meteo_api,2026-05-17T19:32:08.527896+00:00,2026-05-18 23:00:00+07:00,23.8,95.86567,0.0,0.0,3.0,3.4199998
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 00:00:00+07:00,21.1,94.31437,0.0,0.0,3.0,10.484902
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 01:00:00+07:00,21.05,95.19105,0.0,0.0,3.0,12.991212
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 02:00:00+07:00,20.95,96.074,0.0,0.0,3.0,13.627795
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 03:00:00+07:00,21.05,95.780846,0.0,0.0,2.0,14.019216
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 04:00:00+07:00,20.9,96.07258,0.0,0.0,2.0,15.430736
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 05:00:00+07:00,20.9,96.66785,0.0,0.0,3.0,17.654686
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 06:00:00+07:00,21.0,97.568634,0.0,0.0,3.0,18.32202
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 07:00:00+07:00,21.6,95.210526,0.0,0.0,3.0,17.303421
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 08:00:00+07:00,23.15,86.646675,0.0,0.0,3.0,18.448023
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 09:00:00+07:00,24.45,81.119896,0.0,0.0,3.0,18.11215
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 10:00:00+07:00,25.9,73.72684,0.0,0.0,3.0,18.861387
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 11:00:00+07:00,26.45,71.149536,0.0,0.0,3.0,18.057508
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 12:00:00+07:00,27.6,69.634705,0.1,0.1,51.0,17.349236
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 13:00:00+07:00,27.1,74.834305,0.2,0.0,51.0,16.546299
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 14:00:00+07:00,24.3,89.980515,1.3,0.099999905,80.0,12.525207
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 15:00:00+07:00,23.7,92.15578,0.7,0.39999998,53.0,14.068816
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 16:00:00+07:00,24.4,88.362495,0.4,0.4,51.0,13.14
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 17:00:00+07:00,22.4,94.65776,0.5,0.4,53.0,14.288191
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 18:00:00+07:00,21.2,98.47654,0.2,0.2,51.0,16.828796
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 19:00:00+07:00,19.95,99.69073,1.5,1.5,61.0,14.113653
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 20:00:00+07:00,20.4,99.07794,1.1,1.1,55.0,15.151039
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 21:00:00+07:00,20.7,99.69249,0.2,0.2,51.0,13.558673
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 22:00:00+07:00,20.95,99.69307,0.0,0.0,3.0,14.993038
Dak Nong,12.2646,107.6098,forecast,public_open_meteo_api,2026-05-17T19:32:08.534198+00:00,2026-05-18 23:00:00+07:00,20.95,100.0,0.0,0.0,3.0,14.739132
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 00:00:00+07:00,23.990501,96.161285,0.7,0.7,53.0,2.7416782
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 01:00:00+07:00,23.9405,97.03441,0.4,0.4,51.0,1.1525624
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 02:00:00+07:00,23.7905,96.44671,0.1,0.1,51.0,0.56920993
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 03:00:00+07:00,23.5905,97.02673,0.0,0.0,3.0,1.835647
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 04:00:00+07:00,23.490501,97.61334,0.2,0.2,51.0,2.4014995
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 05:00:00+07:00,23.5405,96.44013,0.1,0.1,51.0,0.56920993
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 06:00:00+07:00,23.240501,97.90504,0.3,0.0,51.0,1.3708391
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 07:00:00+07:00,23.640501,96.442764,1.2,0.8000001,55.0,4.186693
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 08:00:00+07:00,24.5905,90.274254,0.3,0.3,51.0,2.8174455
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 09:00:00+07:00,26.1905,82.831955,0.1,0.1,51.0,2.657668
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 10:00:00+07:00,27.8405,77.71961,0.0,0.0,1.0,3.8939953
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 11:00:00+07:00,28.990501,74.46447,0.1,0.1,51.0,2.8460495
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 12:00:00+07:00,30.390501,69.31788,0.1,0.0,51.0,3.9518096
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 13:00:00+07:00,31.0405,64.81199,0.0,0.0,3.0,6.3639607
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 14:00:00+07:00,30.7905,65.74341,0.1,0.1,51.0,8.893166
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 15:00:00+07:00,31.0405,65.9924,0.1,0.1,51.0,6.3639607
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 16:00:00+07:00,30.5905,67.71056,0.1,0.1,51.0,6.384293
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 17:00:00+07:00,29.4405,73.870865,0.4,0.3,51.0,5.509882
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 18:00:00+07:00,28.490501,80.17786,0.0,0.0,0.0,3.189608
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 19:00:00+07:00,27.140501,89.91238,0.0,0.0,0.0,1.0182338
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 20:00:00+07:00,26.9405,88.832855,0.0,0.0,0.0,0.25455844
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 21:00:00+07:00,26.2905,91.47775,0.0,0.0,0.0,1.835647
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 22:00:00+07:00,25.640501,93.93664,0.0,0.0,1.0,3.4763772
Dien Bien,21.386,103.023,forecast,public_open_meteo_api,2026-05-17T19:32:08.539498+00:00,2026-05-18 23:00:00+07:00,24.0405,92.45497,0.4,0.0,51.0,6.269067
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 00:00:00+07:00,26.75,91.50557,0.0,0.0,3.0,5.2694216
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 01:00:00+07:00,27.05,90.4424,0.0,0.0,3.0,3.8773184
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 02:00:00+07:00,26.4,90.93997,1.6,0.100000024,80.0,7.2202215
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 03:00:00+07:00,25.6,94.216225,5.1,0.19999981,81.0,6.5520988
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 04:00:00+07:00,25.65,95.06646,1.2,1.2,55.0,7.44121
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 05:00:00+07:00,25.7,94.50228,0.2,0.2,51.0,6.320538
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 06:00:00+07:00,25.95,92.83488,0.0,0.0,3.0,6.5693827
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 07:00:00+07:00,26.4,90.66884,0.0,0.0,3.0,9.375563
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 08:00:00+07:00,28.05,82.55257,0.0,0.0,3.0,9.473541
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 09:00:00+07:00,29.05,77.662735,0.2,0.1,51.0,9.446141
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 10:00:00+07:00,30.3,71.622955,0.1,0.0,51.0,9.703319
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 11:00:00+07:00,31.65,66.91092,0.1,0.0,51.0,7.823272
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 12:00:00+07:00,32.3,64.68534,0.2,0.1,51.0,9.965239
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 13:00:00+07:00,32.65,63.60987,0.1,0.0,51.0,10.096059
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 14:00:00+07:00,32.9,61.23877,0.1,0.1,51.0,12.606426
Dong Nai,10.9453,106.8246,forecast,public_open_meteo_api,2026-05-17T19:32:08.544723+00:00,2026-05-18 15:00:00+07:00,29.55,77.96689,0.8,0.6,53.0,16.260885
