dataset_id,duong_dan,loai_du_lieu,do_tin_cay,quality_score,freshness_score,coverage_score,completeness_score,operational_readiness
proxy_vs_nearrealtime_comparison_151651Z,datasets/gold/archive/2026-06-04/proxy_vs_nearrealtime_comparison_151651Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_151651Z,datasets/gold/archive/2026-06-04/redistribution_features_151651Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_151651Z,datasets/gold/archive/2026-06-04/thoi_tiet_hien_tai_151651Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_151651Z,datasets/gold/archive/2026-06-04/ticket_pressure_scores_151651Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_151651Z,datasets/gold/archive/2026-06-04/xep_hang_canh_bao_toan_quoc_151651Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_200718Z,datasets/gold/archive/2026-06-05/attraction_ticket_catalog_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_200718Z,datasets/gold/archive/2026-06-05/danh_sach_diem_den_mo_rong_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_200718Z,datasets/gold/archive/2026-06-05/de_xuat_hieu_qua_kinh_te_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_200718Z,datasets/gold/archive/2026-06-05/du_bao_thoi_tiet_7_ngay_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_200718Z,datasets/gold/archive/2026-06-05/economic_action_recommendations_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_200718Z,datasets/gold/archive/2026-06-05/flight_price_signal_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_200718Z,datasets/gold/archive/2026-06-05/forecast_demand_scores_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_200718Z,datasets/gold/archive/2026-06-05/hotel_price_pressure_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_200718Z,datasets/gold/archive/2026-06-05/kiem_dinh_proxy_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_200718Z,datasets/gold/archive/2026-06-05/kpi_confidence_scores_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_200718Z,datasets/gold/archive/2026-06-05/kpi_scale_catalog_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_200718Z,datasets/gold/archive/2026-06-05/local_spending_poi_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_200718Z,datasets/gold/archive/2026-06-05/national_destination_alerts_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_200718Z,datasets/gold/archive/2026-06-05/news_action_recommendations_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_200718Z,datasets/gold/archive/2026-06-05/news_events_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_200718Z,datasets/gold/archive/2026-06-05/news_risk_signals_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_200718Z,datasets/gold/archive/2026-06-05/proxy_vs_nearrealtime_comparison_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_200718Z,datasets/gold/archive/2026-06-05/redistribution_features_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_200718Z,datasets/gold/archive/2026-06-05/thoi_tiet_hien_tai_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_200718Z,datasets/gold/archive/2026-06-05/ticket_pressure_scores_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_200718Z,datasets/gold/archive/2026-06-05/xep_hang_canh_bao_toan_quoc_200718Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_035208Z,datasets/gold/archive/2026-06-05/attraction_ticket_catalog_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_035208Z,datasets/gold/archive/2026-06-05/danh_sach_diem_den_mo_rong_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_035208Z,datasets/gold/archive/2026-06-05/de_xuat_hieu_qua_kinh_te_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_035208Z,datasets/gold/archive/2026-06-05/du_bao_thoi_tiet_7_ngay_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_035208Z,datasets/gold/archive/2026-06-05/economic_action_recommendations_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_035208Z,datasets/gold/archive/2026-06-05/flight_price_signal_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_035208Z,datasets/gold/archive/2026-06-05/forecast_demand_scores_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_035208Z,datasets/gold/archive/2026-06-05/hotel_price_pressure_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_035208Z,datasets/gold/archive/2026-06-05/kiem_dinh_proxy_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_035208Z,datasets/gold/archive/2026-06-05/kpi_confidence_scores_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_035208Z,datasets/gold/archive/2026-06-05/kpi_scale_catalog_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_035208Z,datasets/gold/archive/2026-06-05/local_spending_poi_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_035208Z,datasets/gold/archive/2026-06-05/national_destination_alerts_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_035208Z,datasets/gold/archive/2026-06-05/news_action_recommendations_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_035208Z,datasets/gold/archive/2026-06-05/news_events_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_035208Z,datasets/gold/archive/2026-06-05/news_risk_signals_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_035208Z,datasets/gold/archive/2026-06-05/proxy_vs_nearrealtime_comparison_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_035208Z,datasets/gold/archive/2026-06-05/redistribution_features_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_035208Z,datasets/gold/archive/2026-06-05/thoi_tiet_hien_tai_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_035208Z,datasets/gold/archive/2026-06-05/ticket_pressure_scores_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_035208Z,datasets/gold/archive/2026-06-05/xep_hang_canh_bao_toan_quoc_035208Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_095221Z,datasets/gold/archive/2026-06-05/attraction_ticket_catalog_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_095221Z,datasets/gold/archive/2026-06-05/danh_sach_diem_den_mo_rong_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_095221Z,datasets/gold/archive/2026-06-05/de_xuat_hieu_qua_kinh_te_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_095221Z,datasets/gold/archive/2026-06-05/du_bao_thoi_tiet_7_ngay_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_095221Z,datasets/gold/archive/2026-06-05/economic_action_recommendations_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_095221Z,datasets/gold/archive/2026-06-05/flight_price_signal_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_095221Z,datasets/gold/archive/2026-06-05/forecast_demand_scores_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_095221Z,datasets/gold/archive/2026-06-05/hotel_price_pressure_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_095221Z,datasets/gold/archive/2026-06-05/kiem_dinh_proxy_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_095221Z,datasets/gold/archive/2026-06-05/kpi_confidence_scores_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_095221Z,datasets/gold/archive/2026-06-05/kpi_scale_catalog_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_095221Z,datasets/gold/archive/2026-06-05/local_spending_poi_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_095221Z,datasets/gold/archive/2026-06-05/national_destination_alerts_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_095221Z,datasets/gold/archive/2026-06-05/news_action_recommendations_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_095221Z,datasets/gold/archive/2026-06-05/news_events_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_095221Z,datasets/gold/archive/2026-06-05/news_risk_signals_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_095221Z,datasets/gold/archive/2026-06-05/proxy_vs_nearrealtime_comparison_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_095221Z,datasets/gold/archive/2026-06-05/redistribution_features_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_095221Z,datasets/gold/archive/2026-06-05/thoi_tiet_hien_tai_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_095221Z,datasets/gold/archive/2026-06-05/ticket_pressure_scores_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_095221Z,datasets/gold/archive/2026-06-05/xep_hang_canh_bao_toan_quoc_095221Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_145256Z,datasets/gold/archive/2026-06-05/attraction_ticket_catalog_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_145256Z,datasets/gold/archive/2026-06-05/danh_sach_diem_den_mo_rong_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_145256Z,datasets/gold/archive/2026-06-05/de_xuat_hieu_qua_kinh_te_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_145256Z,datasets/gold/archive/2026-06-05/du_bao_thoi_tiet_7_ngay_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_145256Z,datasets/gold/archive/2026-06-05/economic_action_recommendations_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_145256Z,datasets/gold/archive/2026-06-05/flight_price_signal_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_145256Z,datasets/gold/archive/2026-06-05/forecast_demand_scores_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_145256Z,datasets/gold/archive/2026-06-05/hotel_price_pressure_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_145256Z,datasets/gold/archive/2026-06-05/kiem_dinh_proxy_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_145256Z,datasets/gold/archive/2026-06-05/kpi_confidence_scores_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_145256Z,datasets/gold/archive/2026-06-05/kpi_scale_catalog_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_145256Z,datasets/gold/archive/2026-06-05/local_spending_poi_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_145256Z,datasets/gold/archive/2026-06-05/national_destination_alerts_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_145256Z,datasets/gold/archive/2026-06-05/news_action_recommendations_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_145256Z,datasets/gold/archive/2026-06-05/news_events_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_145256Z,datasets/gold/archive/2026-06-05/news_risk_signals_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_145256Z,datasets/gold/archive/2026-06-05/proxy_vs_nearrealtime_comparison_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_145256Z,datasets/gold/archive/2026-06-05/redistribution_features_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_145256Z,datasets/gold/archive/2026-06-05/thoi_tiet_hien_tai_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_145256Z,datasets/gold/archive/2026-06-05/ticket_pressure_scores_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_145256Z,datasets/gold/archive/2026-06-05/xep_hang_canh_bao_toan_quoc_145256Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_195557Z,datasets/gold/archive/2026-06-06/attraction_ticket_catalog_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_195557Z,datasets/gold/archive/2026-06-06/danh_sach_diem_den_mo_rong_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_195557Z,datasets/gold/archive/2026-06-06/de_xuat_hieu_qua_kinh_te_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_195557Z,datasets/gold/archive/2026-06-06/du_bao_thoi_tiet_7_ngay_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_195557Z,datasets/gold/archive/2026-06-06/economic_action_recommendations_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_195557Z,datasets/gold/archive/2026-06-06/flight_price_signal_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_195557Z,datasets/gold/archive/2026-06-06/forecast_demand_scores_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_195557Z,datasets/gold/archive/2026-06-06/hotel_price_pressure_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_195557Z,datasets/gold/archive/2026-06-06/kiem_dinh_proxy_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_195557Z,datasets/gold/archive/2026-06-06/kpi_confidence_scores_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_195557Z,datasets/gold/archive/2026-06-06/kpi_scale_catalog_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_195557Z,datasets/gold/archive/2026-06-06/local_spending_poi_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_195557Z,datasets/gold/archive/2026-06-06/national_destination_alerts_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_195557Z,datasets/gold/archive/2026-06-06/news_action_recommendations_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_195557Z,datasets/gold/archive/2026-06-06/news_events_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_195557Z,datasets/gold/archive/2026-06-06/news_risk_signals_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_195557Z,datasets/gold/archive/2026-06-06/proxy_vs_nearrealtime_comparison_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_195557Z,datasets/gold/archive/2026-06-06/redistribution_features_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_195557Z,datasets/gold/archive/2026-06-06/thoi_tiet_hien_tai_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_195557Z,datasets/gold/archive/2026-06-06/ticket_pressure_scores_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_195557Z,datasets/gold/archive/2026-06-06/xep_hang_canh_bao_toan_quoc_195557Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_033414Z,datasets/gold/archive/2026-06-06/attraction_ticket_catalog_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_033414Z,datasets/gold/archive/2026-06-06/danh_sach_diem_den_mo_rong_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_033414Z,datasets/gold/archive/2026-06-06/de_xuat_hieu_qua_kinh_te_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_033414Z,datasets/gold/archive/2026-06-06/du_bao_thoi_tiet_7_ngay_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_033414Z,datasets/gold/archive/2026-06-06/economic_action_recommendations_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_033414Z,datasets/gold/archive/2026-06-06/flight_price_signal_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_033414Z,datasets/gold/archive/2026-06-06/forecast_demand_scores_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_033414Z,datasets/gold/archive/2026-06-06/hotel_price_pressure_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_033414Z,datasets/gold/archive/2026-06-06/kiem_dinh_proxy_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_033414Z,datasets/gold/archive/2026-06-06/kpi_confidence_scores_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_033414Z,datasets/gold/archive/2026-06-06/kpi_scale_catalog_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_033414Z,datasets/gold/archive/2026-06-06/local_spending_poi_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_033414Z,datasets/gold/archive/2026-06-06/national_destination_alerts_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_033414Z,datasets/gold/archive/2026-06-06/news_action_recommendations_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_033414Z,datasets/gold/archive/2026-06-06/news_events_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_033414Z,datasets/gold/archive/2026-06-06/news_risk_signals_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_033414Z,datasets/gold/archive/2026-06-06/proxy_vs_nearrealtime_comparison_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_033414Z,datasets/gold/archive/2026-06-06/redistribution_features_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_033414Z,datasets/gold/archive/2026-06-06/thoi_tiet_hien_tai_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_033414Z,datasets/gold/archive/2026-06-06/ticket_pressure_scores_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_033414Z,datasets/gold/archive/2026-06-06/xep_hang_canh_bao_toan_quoc_033414Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_083437Z,datasets/gold/archive/2026-06-06/attraction_ticket_catalog_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_083437Z,datasets/gold/archive/2026-06-06/danh_sach_diem_den_mo_rong_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_083437Z,datasets/gold/archive/2026-06-06/de_xuat_hieu_qua_kinh_te_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_083437Z,datasets/gold/archive/2026-06-06/du_bao_thoi_tiet_7_ngay_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_083437Z,datasets/gold/archive/2026-06-06/economic_action_recommendations_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_083437Z,datasets/gold/archive/2026-06-06/flight_price_signal_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_083437Z,datasets/gold/archive/2026-06-06/forecast_demand_scores_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_083437Z,datasets/gold/archive/2026-06-06/hotel_price_pressure_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_083437Z,datasets/gold/archive/2026-06-06/kiem_dinh_proxy_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_083437Z,datasets/gold/archive/2026-06-06/kpi_confidence_scores_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_083437Z,datasets/gold/archive/2026-06-06/kpi_scale_catalog_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_083437Z,datasets/gold/archive/2026-06-06/local_spending_poi_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_083437Z,datasets/gold/archive/2026-06-06/national_destination_alerts_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_083437Z,datasets/gold/archive/2026-06-06/news_action_recommendations_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_083437Z,datasets/gold/archive/2026-06-06/news_events_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_083437Z,datasets/gold/archive/2026-06-06/news_risk_signals_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_083437Z,datasets/gold/archive/2026-06-06/proxy_vs_nearrealtime_comparison_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_083437Z,datasets/gold/archive/2026-06-06/redistribution_features_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_083437Z,datasets/gold/archive/2026-06-06/thoi_tiet_hien_tai_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_083437Z,datasets/gold/archive/2026-06-06/ticket_pressure_scores_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_083437Z,datasets/gold/archive/2026-06-06/xep_hang_canh_bao_toan_quoc_083437Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_134457Z,datasets/gold/archive/2026-06-06/attraction_ticket_catalog_134457Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_134457Z,datasets/gold/archive/2026-06-06/danh_sach_diem_den_mo_rong_134457Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_134457Z,datasets/gold/archive/2026-06-06/de_xuat_hieu_qua_kinh_te_134457Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_134457Z,datasets/gold/archive/2026-06-06/du_bao_thoi_tiet_7_ngay_134457Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_134457Z,datasets/gold/archive/2026-06-06/economic_action_recommendations_134457Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
