dataset_id,duong_dan,loai_du_lieu,do_tin_cay,quality_score,freshness_score,coverage_score,completeness_score,operational_readiness
news_risk_signals_034100Z,datasets/gold/archive/2026-05-29/news_risk_signals_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_034100Z,datasets/gold/archive/2026-05-29/proxy_vs_nearrealtime_comparison_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_034100Z,datasets/gold/archive/2026-05-29/redistribution_features_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_034100Z,datasets/gold/archive/2026-05-29/thoi_tiet_hien_tai_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_034100Z,datasets/gold/archive/2026-05-29/ticket_pressure_scores_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_034100Z,datasets/gold/archive/2026-05-29/xep_hang_canh_bao_toan_quoc_034100Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_095555Z,datasets/gold/archive/2026-05-29/attraction_ticket_catalog_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_095555Z,datasets/gold/archive/2026-05-29/danh_sach_diem_den_mo_rong_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_095555Z,datasets/gold/archive/2026-05-29/de_xuat_hieu_qua_kinh_te_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_095555Z,datasets/gold/archive/2026-05-29/du_bao_thoi_tiet_7_ngay_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_095555Z,datasets/gold/archive/2026-05-29/economic_action_recommendations_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_095555Z,datasets/gold/archive/2026-05-29/flight_price_signal_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_095555Z,datasets/gold/archive/2026-05-29/forecast_demand_scores_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_095555Z,datasets/gold/archive/2026-05-29/hotel_price_pressure_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_095555Z,datasets/gold/archive/2026-05-29/kiem_dinh_proxy_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_095555Z,datasets/gold/archive/2026-05-29/kpi_confidence_scores_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_095555Z,datasets/gold/archive/2026-05-29/kpi_scale_catalog_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_095555Z,datasets/gold/archive/2026-05-29/local_spending_poi_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_095555Z,datasets/gold/archive/2026-05-29/national_destination_alerts_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_095555Z,datasets/gold/archive/2026-05-29/news_action_recommendations_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_095555Z,datasets/gold/archive/2026-05-29/news_events_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_095555Z,datasets/gold/archive/2026-05-29/news_risk_signals_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_095555Z,datasets/gold/archive/2026-05-29/proxy_vs_nearrealtime_comparison_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_095555Z,datasets/gold/archive/2026-05-29/redistribution_features_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_095555Z,datasets/gold/archive/2026-05-29/thoi_tiet_hien_tai_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_095555Z,datasets/gold/archive/2026-05-29/ticket_pressure_scores_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_095555Z,datasets/gold/archive/2026-05-29/xep_hang_canh_bao_toan_quoc_095555Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_153433Z,datasets/gold/archive/2026-05-29/attraction_ticket_catalog_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_153433Z,datasets/gold/archive/2026-05-29/danh_sach_diem_den_mo_rong_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_153433Z,datasets/gold/archive/2026-05-29/de_xuat_hieu_qua_kinh_te_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_153433Z,datasets/gold/archive/2026-05-29/du_bao_thoi_tiet_7_ngay_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_153433Z,datasets/gold/archive/2026-05-29/economic_action_recommendations_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_153433Z,datasets/gold/archive/2026-05-29/flight_price_signal_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_153433Z,datasets/gold/archive/2026-05-29/forecast_demand_scores_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_153433Z,datasets/gold/archive/2026-05-29/hotel_price_pressure_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_153433Z,datasets/gold/archive/2026-05-29/kiem_dinh_proxy_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_153433Z,datasets/gold/archive/2026-05-29/kpi_confidence_scores_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_153433Z,datasets/gold/archive/2026-05-29/kpi_scale_catalog_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_153433Z,datasets/gold/archive/2026-05-29/local_spending_poi_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_153433Z,datasets/gold/archive/2026-05-29/national_destination_alerts_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_153433Z,datasets/gold/archive/2026-05-29/news_action_recommendations_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_153433Z,datasets/gold/archive/2026-05-29/news_events_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_153433Z,datasets/gold/archive/2026-05-29/news_risk_signals_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_153433Z,datasets/gold/archive/2026-05-29/proxy_vs_nearrealtime_comparison_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_153433Z,datasets/gold/archive/2026-05-29/redistribution_features_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_153433Z,datasets/gold/archive/2026-05-29/thoi_tiet_hien_tai_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_153433Z,datasets/gold/archive/2026-05-29/ticket_pressure_scores_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_153433Z,datasets/gold/archive/2026-05-29/xep_hang_canh_bao_toan_quoc_153433Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_202701Z,datasets/gold/archive/2026-05-30/attraction_ticket_catalog_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_202701Z,datasets/gold/archive/2026-05-30/danh_sach_diem_den_mo_rong_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_202701Z,datasets/gold/archive/2026-05-30/de_xuat_hieu_qua_kinh_te_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_202701Z,datasets/gold/archive/2026-05-30/du_bao_thoi_tiet_7_ngay_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_202701Z,datasets/gold/archive/2026-05-30/economic_action_recommendations_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_202701Z,datasets/gold/archive/2026-05-30/flight_price_signal_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_202701Z,datasets/gold/archive/2026-05-30/forecast_demand_scores_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_202701Z,datasets/gold/archive/2026-05-30/hotel_price_pressure_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_202701Z,datasets/gold/archive/2026-05-30/kiem_dinh_proxy_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_202701Z,datasets/gold/archive/2026-05-30/kpi_confidence_scores_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_202701Z,datasets/gold/archive/2026-05-30/kpi_scale_catalog_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_202701Z,datasets/gold/archive/2026-05-30/local_spending_poi_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_202701Z,datasets/gold/archive/2026-05-30/national_destination_alerts_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_202701Z,datasets/gold/archive/2026-05-30/news_action_recommendations_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_202701Z,datasets/gold/archive/2026-05-30/news_events_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_202701Z,datasets/gold/archive/2026-05-30/news_risk_signals_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_202701Z,datasets/gold/archive/2026-05-30/proxy_vs_nearrealtime_comparison_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_202701Z,datasets/gold/archive/2026-05-30/redistribution_features_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_202701Z,datasets/gold/archive/2026-05-30/thoi_tiet_hien_tai_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_202701Z,datasets/gold/archive/2026-05-30/ticket_pressure_scores_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_202701Z,datasets/gold/archive/2026-05-30/xep_hang_canh_bao_toan_quoc_202701Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_032952Z,datasets/gold/archive/2026-05-30/attraction_ticket_catalog_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_032952Z,datasets/gold/archive/2026-05-30/danh_sach_diem_den_mo_rong_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_032952Z,datasets/gold/archive/2026-05-30/de_xuat_hieu_qua_kinh_te_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_032952Z,datasets/gold/archive/2026-05-30/du_bao_thoi_tiet_7_ngay_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_032952Z,datasets/gold/archive/2026-05-30/economic_action_recommendations_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_032952Z,datasets/gold/archive/2026-05-30/flight_price_signal_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_032952Z,datasets/gold/archive/2026-05-30/forecast_demand_scores_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_032952Z,datasets/gold/archive/2026-05-30/hotel_price_pressure_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_032952Z,datasets/gold/archive/2026-05-30/kiem_dinh_proxy_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_032952Z,datasets/gold/archive/2026-05-30/kpi_confidence_scores_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_032952Z,datasets/gold/archive/2026-05-30/kpi_scale_catalog_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_032952Z,datasets/gold/archive/2026-05-30/local_spending_poi_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_032952Z,datasets/gold/archive/2026-05-30/national_destination_alerts_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_032952Z,datasets/gold/archive/2026-05-30/news_action_recommendations_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_032952Z,datasets/gold/archive/2026-05-30/news_events_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_032952Z,datasets/gold/archive/2026-05-30/news_risk_signals_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_032952Z,datasets/gold/archive/2026-05-30/proxy_vs_nearrealtime_comparison_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_032952Z,datasets/gold/archive/2026-05-30/redistribution_features_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_032952Z,datasets/gold/archive/2026-05-30/thoi_tiet_hien_tai_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_032952Z,datasets/gold/archive/2026-05-30/ticket_pressure_scores_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_032952Z,datasets/gold/archive/2026-05-30/xep_hang_canh_bao_toan_quoc_032952Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_082905Z,datasets/gold/archive/2026-05-30/attraction_ticket_catalog_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_082905Z,datasets/gold/archive/2026-05-30/danh_sach_diem_den_mo_rong_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_082905Z,datasets/gold/archive/2026-05-30/de_xuat_hieu_qua_kinh_te_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_082905Z,datasets/gold/archive/2026-05-30/du_bao_thoi_tiet_7_ngay_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_082905Z,datasets/gold/archive/2026-05-30/economic_action_recommendations_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_082905Z,datasets/gold/archive/2026-05-30/flight_price_signal_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_082905Z,datasets/gold/archive/2026-05-30/forecast_demand_scores_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_082905Z,datasets/gold/archive/2026-05-30/hotel_price_pressure_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_082905Z,datasets/gold/archive/2026-05-30/kiem_dinh_proxy_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_082905Z,datasets/gold/archive/2026-05-30/kpi_confidence_scores_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_082905Z,datasets/gold/archive/2026-05-30/kpi_scale_catalog_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_082905Z,datasets/gold/archive/2026-05-30/local_spending_poi_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_082905Z,datasets/gold/archive/2026-05-30/national_destination_alerts_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_082905Z,datasets/gold/archive/2026-05-30/news_action_recommendations_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_082905Z,datasets/gold/archive/2026-05-30/news_events_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_082905Z,datasets/gold/archive/2026-05-30/news_risk_signals_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_082905Z,datasets/gold/archive/2026-05-30/proxy_vs_nearrealtime_comparison_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_082905Z,datasets/gold/archive/2026-05-30/redistribution_features_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_082905Z,datasets/gold/archive/2026-05-30/thoi_tiet_hien_tai_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_082905Z,datasets/gold/archive/2026-05-30/ticket_pressure_scores_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_082905Z,datasets/gold/archive/2026-05-30/xep_hang_canh_bao_toan_quoc_082905Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_134036Z,datasets/gold/archive/2026-05-30/attraction_ticket_catalog_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_134036Z,datasets/gold/archive/2026-05-30/danh_sach_diem_den_mo_rong_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_134036Z,datasets/gold/archive/2026-05-30/de_xuat_hieu_qua_kinh_te_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_134036Z,datasets/gold/archive/2026-05-30/du_bao_thoi_tiet_7_ngay_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_134036Z,datasets/gold/archive/2026-05-30/economic_action_recommendations_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_134036Z,datasets/gold/archive/2026-05-30/flight_price_signal_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_134036Z,datasets/gold/archive/2026-05-30/forecast_demand_scores_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_134036Z,datasets/gold/archive/2026-05-30/hotel_price_pressure_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_134036Z,datasets/gold/archive/2026-05-30/kiem_dinh_proxy_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_134036Z,datasets/gold/archive/2026-05-30/kpi_confidence_scores_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_134036Z,datasets/gold/archive/2026-05-30/kpi_scale_catalog_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_134036Z,datasets/gold/archive/2026-05-30/local_spending_poi_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_134036Z,datasets/gold/archive/2026-05-30/national_destination_alerts_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_134036Z,datasets/gold/archive/2026-05-30/news_action_recommendations_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_134036Z,datasets/gold/archive/2026-05-30/news_events_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_134036Z,datasets/gold/archive/2026-05-30/news_risk_signals_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_134036Z,datasets/gold/archive/2026-05-30/proxy_vs_nearrealtime_comparison_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_134036Z,datasets/gold/archive/2026-05-30/redistribution_features_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_134036Z,datasets/gold/archive/2026-05-30/thoi_tiet_hien_tai_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_134036Z,datasets/gold/archive/2026-05-30/ticket_pressure_scores_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_134036Z,datasets/gold/archive/2026-05-30/xep_hang_canh_bao_toan_quoc_134036Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_191716Z,datasets/gold/archive/2026-05-31/attraction_ticket_catalog_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_191716Z,datasets/gold/archive/2026-05-31/danh_sach_diem_den_mo_rong_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_191716Z,datasets/gold/archive/2026-05-31/de_xuat_hieu_qua_kinh_te_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_191716Z,datasets/gold/archive/2026-05-31/du_bao_thoi_tiet_7_ngay_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
economic_action_recommendations_191716Z,datasets/gold/archive/2026-05-31/economic_action_recommendations_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
flight_price_signal_191716Z,datasets/gold/archive/2026-05-31/flight_price_signal_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
forecast_demand_scores_191716Z,datasets/gold/archive/2026-05-31/forecast_demand_scores_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
hotel_price_pressure_191716Z,datasets/gold/archive/2026-05-31/hotel_price_pressure_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kiem_dinh_proxy_191716Z,datasets/gold/archive/2026-05-31/kiem_dinh_proxy_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_confidence_scores_191716Z,datasets/gold/archive/2026-05-31/kpi_confidence_scores_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
kpi_scale_catalog_191716Z,datasets/gold/archive/2026-05-31/kpi_scale_catalog_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
local_spending_poi_191716Z,datasets/gold/archive/2026-05-31/local_spending_poi_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
national_destination_alerts_191716Z,datasets/gold/archive/2026-05-31/national_destination_alerts_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_action_recommendations_191716Z,datasets/gold/archive/2026-05-31/news_action_recommendations_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_events_191716Z,datasets/gold/archive/2026-05-31/news_events_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
news_risk_signals_191716Z,datasets/gold/archive/2026-05-31/news_risk_signals_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
proxy_vs_nearrealtime_comparison_191716Z,datasets/gold/archive/2026-05-31/proxy_vs_nearrealtime_comparison_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
redistribution_features_191716Z,datasets/gold/archive/2026-05-31/redistribution_features_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
thoi_tiet_hien_tai_191716Z,datasets/gold/archive/2026-05-31/thoi_tiet_hien_tai_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
ticket_pressure_scores_191716Z,datasets/gold/archive/2026-05-31/ticket_pressure_scores_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
xep_hang_canh_bao_toan_quoc_191716Z,datasets/gold/archive/2026-05-31/xep_hang_canh_bao_toan_quoc_191716Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
attraction_ticket_catalog_035626Z,datasets/gold/archive/2026-05-31/attraction_ticket_catalog_035626Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
danh_sach_diem_den_mo_rong_035626Z,datasets/gold/archive/2026-05-31/danh_sach_diem_den_mo_rong_035626Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
de_xuat_hieu_qua_kinh_te_035626Z,datasets/gold/archive/2026-05-31/de_xuat_hieu_qua_kinh_te_035626Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
du_bao_thoi_tiet_7_ngay_035626Z,datasets/gold/archive/2026-05-31/du_bao_thoi_tiet_7_ngay_035626Z.csv,mixed,55,55,55,75,55,sáºµn sÃ ng má»™t pháº§n
